Run,Run ID,TIME
OCR TIME FOR 20,bcfe670cad67435ebee549fbcce2953f,663.8134760856628
OCR TIME FOR 15,92e453d54df24a8cb22168c2a5ed6cde,457.7753937244415
OCR TIME FOR 10,038c265434c743a4990f06b76f1f8b29,291.3322582244873
OCR TIME FOR 5,a5b94ae41994413a8491cc78b74ea6b3,148.2286205291748
OCR TIME FOR 4,5a05a48b618341fa87577d7ec769313f,117.8001720905304
OCR TIME FOR 3,ca7c1a5e0cbb4cffb4a2af6aadb5cf06,99.6183729171753
OCR TIME FOR 2,9d56667567614828a6f1c1f18fdf69ea,61.03682899475098
OCR TIME FOR 1,102ad3f5dc7a40efbe74f462d3e75796,30.207590579986572
